transcript_id	gene_id	gene_name	transcript_name	biotype	mapped_reads	explained_reads	mean_best_identity	mean_best_query_cov
ENST00000373241.9	ENSG00000079332.16	SAR1A	SAR1A-204	protein_coding	1	1	1.0	0.6046511627906976
ENST00000301843.13	ENSG00000085733.16	CTTN	CTTN-201	protein_coding	1	1	0.8954248366013072	0.604
ENST00000395812.6	ENSG00000310517.1	CAST	CAST-217	protein_coding	1	1	1.0	0.6036036036036037
ENST00000412786.5	ENSG00000093010.15	COMT	COMT-207	protein_coding	1	1	0.9402985074626866	0.6036036036036037
ENST00000170150.4	ENSG00000078898.7	BPIFB2	BPIFB2-201	protein_coding	1	1	0.9049676025917927	0.6031331592689295
ENST00000409114.7	ENSG00000163939.19	PBRM1	PBRM1-206	protein_coding	1	1	1.0	0.6016528925619835
ENST00000610179.7	ENSG00000125779.24	PANK2	PANK2-207	protein_coding	1	1	1.0	0.601526717557252
ENST00000701424.1	ENSG00000267383.10	ENSG00000267383	ENST00000701424	lncRNA	1	1	0.9823717948717948	0.6011560693641619
ENST00000697092.1	ENSG00000198064.15	NPIPB13	NPIPB13-206	protein_coding	1	1	1.0	0.59846547314578
ENST00000392396.7	ENSG00000072274.14	TFRC	TFRC-202	protein_coding	1	1	0.9310344827586207	0.596551724137931
ENST00000411641.7	ENSG00000145192.13	AHSG	AHSG-202	protein_coding	1	1	0.8514851485148515	0.5958083832335329
ENST00000493348.1	ENSG00000169908.12	TM4SF1	TM4SF1-204	nonsense_mediated_decay	1	1	0.8683127572016461	0.5921375921375921
ENST00000370992.9	ENSG00000052749.15	RRP12	RRP12-202	protein_coding	1	1	1.0	0.591378263509411
ENST00000608372.6	ENSG00000153130.18	SCOC	SCOC-209	protein_coding	1	1	1.0	0.5901639344262295
ENST00000539887.1	ENSG00000023734.11	STRAP	STRAP-205	retained_intron	1	1	0.996551724137931	0.5897959183673469
ENST00000393085.4	ENSG00000105887.11	MTPN	MTPN-201	protein_coding	1	1	0.9322493224932249	0.5878594249201278
ENST00000425636.6	ENSG00000227617.10	CERS6-AS1	CERS6-AS1-201	lncRNA	1	1	0.941747572815534	0.5852272727272727
ENST00000469020.5	ENSG00000129534.14	MIS18BP1	MIS18BP1-205	retained_intron	1	1	1.0	0.5845410628019324
ENST00000454269.8	ENSG00000231074.12	HCG18	HCG18-241	lncRNA	1	1	0.9519230769230769	0.5842696629213483
ENST00000446385.1	ENSG00000229684.10	TUBB	TUBB-222	protein_coding	1	1	0.9380530973451328	0.5834767641996558
ENST00000300413.10	ENSG00000167088.11	SNRPD1	SNRPD1-201	protein_coding	1	1	0.9283018867924528	0.5824175824175825
ENST00000372134.6	ENSG00000165678.22	GHITM	GHITM-201	protein_coding	1	1	0.9714285714285714	0.5822550831792976
ENST00000393436.9	ENSG00000127314.18	RAP1B	RAP1B-204	protein_coding	1	1	1.0	0.581140350877193
ENST00000377943.9	ENSG00000125870.11	SNRPB2	SNRPB2-202	protein_coding	1	1	0.9859550561797753	0.5791190864600326
ENST00000511473.5	ENSG00000204628.12	RACK1	RACK1-224	nonsense_mediated_decay	1	1	0.8790035587188612	0.5782881002087683
ENST00000445736.1	ENSG00000231555.4	HSPA1B	HSPA1B-206	protein_coding	1	1	1.0	0.5774278215223098
ENST00000480708.5	ENSG00000008952.17	SEC62	SEC62-207	protein_coding	1	1	0.8266666666666667	0.5772357723577236
ENST00000699785.1	ENSG00000147162.15	OGT	OGT-221	nonsense_mediated_decay	1	1	1.0	0.5756756756756757
ENST00000309052.8	ENSG00000172954.14	LCLAT1	LCLAT1-201	protein_coding	1	1	1.0	0.5739910313901345
ENST00000440460.7	ENSG00000150764.14	DIXDC1	DIXDC1-201	protein_coding	1	1	1.0	0.5732044198895028
ENST00000359314.5	ENSG00000198087.7	CD2AP	CD2AP-201	protein_coding	1	1	0.9734848484848485	0.5726681127982647
ENST00000371222.4	ENSG00000177606.9	JUN	JUN-201	protein_coding	1	1	1.0	0.5718232044198895
ENST00000511370.1	ENSG00000163631.19	ALB	ALB-216	protein_coding	1	1	1.0	0.5714285714285714
ENST00000707962.1	ENSG00000291544.1	APOB	APOB-206	nonsense_mediated_decay	1	1	1.0	0.5707070707070707
ENST00000618741.1	ENSG00000120992.18	LYPLA1	LYPLA1-214	protein_coding	1	1	0.9511111111111111	0.5699745547073791
ENST00000209875.9	ENSG00000094916.16	CBX5	CBX5-201	protein_coding	1	1	0.9032258064516129	0.5693877551020409
ENST00000485608.5	ENSG00000078618.23	NRDC	NRDC-210	protein_coding_CDS_not_defined	1	1	0.9746835443037974	0.5692554043234588
ENST00000521405.1	ENSG00000147459.18	DOCK5	DOCK5-212	retained_intron	1	1	0.9724770642201835	0.5691906005221932
ENST00000222005.7	ENSG00000105401.10	CDC37	CDC37-201	protein_coding	1	1	0.9052734375	0.5686274509803921
ENST00000394185.6	ENSG00000080822.17	CLDND1	CLDND1-204	protein_coding	1	1	0.8663967611336032	0.5678160919540229
ENST00000377673.10	ENSG00000204856.12	FAM216A	FAM216A-201	protein_coding	1	1	0.949238578680203	0.5664739884393064
ENST00000703177.1	ENSG00000213639.11	PPP1CB	PPP1CB-215	nonsense_mediated_decay	1	1	0.9945054945054945	0.5663026521060842
ENST00000329421.8	ENSG00000175130.7	MARCKSL1	MARCKSL1-201	protein_coding	1	1	0.9420935412026726	0.565989847715736
ENST00000727440.1	ENSG00000172965.18	MIR4435-2HG	MIR4435-2HG-328	lncRNA	1	1	0.9787234042553191	0.5652173913043478
ENST00000569150.1	ENSG00000155592.16	ZKSCAN2	ZKSCAN2-203	nonsense_mediated_decay	1	1	0.945054945054945	0.5634674922600619
ENST00000629711.1	ENSG00000277377.4	SERPINA1	SERPINA1-233	protein_coding	1	1	0.9796511627906976	0.563011456628478
ENST00000300648.7	ENSG00000089154.11	GCN1	GCN1-201	protein_coding	1	1	0.9812382739212008	0.5628299894403379
ENST00000584103.5	ENSG00000072778.20	ACADVL	ACADVL-238	protein_coding	1	1	0.9021739130434783	0.5626283367556468
ENST00000429235.1	ENSG00000136891.14	TEX10	TEX10-202	protein_coding	1	1	1.0	0.5602409638554217
ENST00000334701.11	ENSG00000080824.19	HSP90AA1	HSP90AA1-202	protein_coding	1	1	0.872093023255814	0.5580357142857143
ENST00000672837.1	ENSG00000093009.11	CDC45	CDC45-214	nonsense_mediated_decay	1	1	0.952	0.5580357142857143
ENST00000714268.1	ENSG00000141646.17	SMAD4	SMAD4-233	protein_coding	1	1	0.9258474576271186	0.555956678700361
ENST00000812442.1	ENSG00000305693.1	ENSG00000305693	ENST00000812442	lncRNA	1	1	0.9551656920077972	0.5553145336225597
ENST00000375771.5	ENSG00000162458.13	FBLIM1	FBLIM1-203	protein_coding	1	1	0.8979591836734694	0.5525040387722132
ENST00000518587.2	ENSG00000181163.14	NPM1	NPM1-205	retained_intron	1	1	0.8011695906432749	0.5518394648829431
ENST00000789230.1	ENSG00000302724.1	ENSG00000302724	ENST00000789230	lncRNA	1	1	0.9669811320754716	0.5517841601392516
ENST00000034275.12	ENSG00000031823.14	RANBP3	RANBP3-201	protein_coding	1	1	0.9865470852017937	0.5506172839506173
ENST00000567212.5	ENSG00000103353.16	UBFD1	UBFD1-207	protein_coding	1	1	1.0	0.5504273504273505
ENST00000423485.6	ENSG00000131747.15	TOP2A	TOP2A-201	protein_coding	1	1	1.0	0.5492957746478874
ENST00000229812.8	ENSG00000112079.10	STK38	STK38-201	protein_coding	1	1	1.0	0.5486381322957199
ENST00000357146.4	ENSG00000197170.10	PSMD12	PSMD12-202	protein_coding	1	1	0.946987951807229	0.5477453580901857
ENST00000647401.1	ENSG00000115355.18	CCDC88A	CCDC88A-265	protein_coding	1	1	0.897196261682243	0.5459183673469388
ENST00000512600.1	ENSG00000047188.16	YTHDC2	YTHDC2-205	retained_intron	1	1	1.0	0.5421348314606742
ENST00000258149.11	ENSG00000135679.27	MDM2	MDM2-202	protein_coding	1	1	0.8350515463917526	0.5418994413407822
ENST00000678170.1	ENSG00000144381.18	HSPD1	HSPD1-219	protein_coding	1	1	0.8664596273291926	0.5408163265306123
ENST00000513482.1	ENSG00000051596.10	THOC3	THOC3-208	protein_coding	1	1	0.9444444444444444	0.5365126676602087
ENST00000434724.7	ENSG00000103342.13	GSPT1	GSPT1-202	protein_coding	1	1	0.9753593429158111	0.5359911406423035
ENST00000631288.3	ENSG00000242086.9	MUC20-OT1	MUC20-OT1-338	lncRNA	1	1	0.8050314465408805	0.5358361774744027
ENST00000490455.1	ENSG00000106052.14	TAX1BP1	TAX1BP1-211	retained_intron	1	1	0.9405594405594405	0.5340802987861811
ENST00000680989.1	ENSG00000166598.16	HSP90B1	HSP90B1-226	retained_intron	1	1	1.0	0.5334645669291339
ENST00000506750.5	ENSG00000039123.16	MTREX	MTREX-207	nonsense_mediated_decay	1	1	1.0	0.5308219178082192
ENST00000289893.8	ENSG00000127603.32	MACF1	MACF1-201	retained_intron	1	1	0.9207317073170732	0.5307443365695793
ENST00000450848.6	ENSG00000225539.10	LINC01821	LINC01821-203	lncRNA	1	1	0.8034682080924855	0.5290519877675841
ENST00000427746.1	ENSG00000159267.17	HLCS	HLCS-203	protein_coding	1	1	1.0	0.5277777777777778
ENST00000335727.13	ENSG00000100354.22	TNRC6B	TNRC6B-202	protein_coding	1	1	1.0	0.5275142314990512
ENST00000693334.1	ENSG00000138688.17	BLTP1	BLTP1-240	retained_intron	1	1	1.0	0.5269230769230769
ENST00000453386.7	ENSG00000136527.19	TRA2B	TRA2B-204	protein_coding	1	1	0.9738562091503268	0.5267702936096719
ENST00000488946.1	ENSG00000142541.18	RPL13A	RPL13A-212	retained_intron	1	1	1.0	0.5266903914590747
ENST00000677822.1	ENSG00000147684.10	NDUFB9	NDUFB9-213	nonsense_mediated_decay	1	1	0.9966329966329966	0.5266903914590747
ENST00000639064.1	ENSG00000153187.21	HNRNPU	HNRNPU-218	retained_intron	1	1	0.92	0.5265017667844523
ENST00000350612.11	ENSG00000102710.21	SUPT20H	SUPT20H-201	protein_coding	1	1	1.0	0.525
ENST00000634960.2	ENSG00000282844.2	ACTN4	ACTN4-215	protein_coding	1	1	0.9563318777292577	0.5246842709529277
ENST00000648046.1	ENSG00000177885.15	GRB2	GRB2-212	nonsense_mediated_decay	1	1	0.9636363636363636	0.5246727089627392
ENST00000399449.3	ENSG00000242288.9	BMS1P4-AGAP5	BMS1P4-AGAP5-201	lncRNA	1	1	0.8527918781725888	0.523936170212766
ENST00000471944.5	ENSG00000127995.17	CASD1	CASD1-205	retained_intron	1	1	1.0	0.5232558139534884
ENST00000361121.6	ENSG00000133114.18	GPALPP1	GPALPP1-202	protein_coding	1	1	0.902127659574468	0.5229357798165137
ENST00000380319.2	ENSG00000169239.14	CA5B	CA5B-203	retained_intron	1	1	1.0	0.5227272727272727
ENST00000295685.14	ENSG00000163466.16	ARPC2	ARPC2-201	protein_coding	1	1	0.9497907949790795	0.5223116313094367
ENST00000480463.6	ENSG00000112146.17	FBXO9	FBXO9-210	retained_intron	1	1	1.0	0.5221238938053098
ENST00000538155.5	ENSG00000064102.15	INTS13	INTS13-205	protein_coding	1	1	0.8875502008032129	0.5221052631578947
ENST00000697379.2	ENSG00000083093.12	PALB2	PALB2-211	protein_coding	1	1	1.0	0.5220588235294118
ENST00000452162.5	ENSG00000144283.23	PKP4	PKP4-206	nonsense_mediated_decay	1	1	0.9605911330049262	0.5218508997429306
ENST00000555679.5	ENSG00000100764.14	PSMC1	PSMC1-205	retained_intron	1	1	1.0	0.5213414634146342
ENST00000361557.5	ENSG00000198961.11	PJA2	PJA2-202	protein_coding	1	1	0.9921156373193167	0.5212328767123288
ENST00000271375.7	ENSG00000213064.10	SFT2D2	SFT2D2-201	protein_coding	1	1	1.0	0.5207496653279786
ENST00000403106.8	ENSG00000171560.18	FGA	FGA-201	protein_coding	1	1	1.0	0.5206786850477201
ENST00000376745.9	ENSG00000172531.16	PPP1CA	PPP1CA-203	protein_coding	1	1	0.9811320754716981	0.5204855842185129
ENST00000361335.1	ENSG00000212907.2	MT-ND4L	MT-ND4L-201	protein_coding	1	1	0.8682432432432432	0.5202108963093146
ENST00000392378.6	ENSG00000161267.12	BDH1	BDH1-202	protein_coding	1	1	0.9546232876712328	0.5199283475145544
ENST00000573283.7	ENSG00000184009.13	ACTG1	ACTG1-205	protein_coding	1	1	0.9984326018808778	0.5192620727075421
ENST00000440613.1	ENSG00000151465.14	CDC123	CDC123-204	protein_coding	1	1	1.0	0.5181518151815182
ENST00000514224.2	ENSG00000127415.13	IDUA	IDUA-210	protein_coding	1	1	1.0	0.5180722891566265
ENST00000747614.1	ENSG00000197332.10	ZNF833P	ZNF833P-212	lncRNA	1	1	1.0	0.5176470588235295
ENST00000357037.6	ENSG00000177469.13	CAVIN1	CAVIN1-201	protein_coding	1	1	1.0	0.5169811320754717
ENST00000369561.8	ENSG00000163349.22	HIPK1	HIPK1-207	protein_coding	1	1	0.8973607038123167	0.516209476309227
ENST00000428204.6	ENSG00000144381.18	HSPD1	HSPD1-205	protein_coding	1	1	1.0	0.5160349854227405
ENST00000647959.1	ENSG00000069329.19	VPS35	VPS35-211	nonsense_mediated_decay	1	1	1.0	0.5154929577464789
ENST00000370406.8	ENSG00000197021.9	EOLA2	EOLA2-203	protein_coding	1	1	0.8387423935091278	0.515375854214123
ENST00000317534.6	ENSG00000062582.14	MRPS24	MRPS24-201	protein_coding	1	1	0.8611940298507462	0.5149884704073789
ENST00000648970.1	ENSG00000229807.15	XIST	XIST-218	lncRNA	1	1	0.9900332225913622	0.5132365499573015
ENST00000395284.8	ENSG00000170312.17	CDK1	CDK1-203	protein_coding	1	1	0.8900523560209425	0.5123287671232877
ENST00000684824.1	ENSG00000165732.14	DDX21	DDX21-203	protein_coding	1	1	1.0	0.512
ENST00000244137.12	ENSG00000124299.16	PEPD	PEPD-201	protein_coding	1	1	0.989237668161435	0.5119375573921029
ENST00000680272.1	ENSG00000044574.9	HSPA5	HSPA5-207	protein_coding	1	1	1.0	0.5115511551155115
ENST00000461139.5	ENSG00000163931.17	TKT	TKT-206	protein_coding_CDS_not_defined	1	1	0.854679802955665	0.5113924050632911
ENST00000546557.5	ENSG00000028203.19	VEZT	VEZT-208	nonsense_mediated_decay	1	1	0.9728260869565217	0.5111111111111111
ENST00000226359.2	ENSG00000081051.8	AFP	AFP-201	protein_coding	1	1	1.0	0.5099904852521409
ENST00000602459.6	ENSG00000267228.7	ENSG00000267228	ENST00000602459	nonsense_mediated_decay	1	1	0.9578313253012049	0.5099846390168971
ENST00000271277.11	ENSG00000143079.15	CTTNBP2NL	CTTNBP2NL-201	protein_coding	1	1	0.9147286821705426	0.5094527363184079
ENST00000695493.1	ENSG00000126883.19	NUP214	NUP214-232	retained_intron	1	1	0.8349514563106796	0.508641975308642
ENST00000523662.1	ENSG00000170234.13	PWWP2A	PWWP2A-205	protein_coding	1	1	0.988950276243094	0.5084427767354597
ENST00000225964.10	ENSG00000108821.14	COL1A1	COL1A1-201	protein_coding	1	1	1.0	0.5084175084175084
ENST00000571732.5	ENSG00000108953.17	YWHAE	YWHAE-208	protein_coding	1	1	1.0	0.5077881619937694
ENST00000491555.5	ENSG00000065150.21	IPO5	IPO5-223	retained_intron	1	1	0.9818840579710145	0.5068870523415978
ENST00000556816.6	ENSG00000165898.14	ISCA2	ISCA2-204	protein_coding	1	1	0.9559902200488998	0.5065015479876162
ENST00000591758.1	ENSG00000293016.1	ENSG00000293016	ENST00000591758	lncRNA	1	1	0.8790322580645161	0.5061224489795918
ENST00000513582.5	ENSG00000249915.9	PDCD6	PDCD6-209	retained_intron	1	1	0.9783464566929134	0.5052316890881914
ENST00000361789.2	ENSG00000198727.2	MT-CYB	MT-CYB-201	protein_coding	1	1	0.9728506787330317	0.5034168564920274
ENST00000661952.1	ENSG00000113712.19	CSNK1A1	CSNK1A1-215	nonsense_mediated_decay	1	1	1.0	0.502283105022831
ENST00000688117.1	ENSG00000100243.22	CYB5R3	CYB5R3-216	protein_coding	1	1	0.8035294117647059	0.5020604395604396
ENST00000323926.10	ENSG00000115414.21	FN1	FN1-201	protein_coding	1	1	1.0	0.5018698578908003
ENST00000429713.7	ENSG00000172403.11	SYNPO2	SYNPO2-202	protein_coding	1	1	0.8540145985401459	0.5018315018315018
ENST00000473856.5	ENSG00000134744.14	TUT4	TUT4-210	nonsense_mediated_decay	1	1	1.0	0.5012019230769231
ENST00000433642.3	ENSG00000189114.8	BLOC1S3	BLOC1S3-201	protein_coding	1	1	0.9061224489795918	0.5010224948875256
ENST00000710849.1	ENSG00000251562.13	MALAT1	MALAT1-219	lncRNA	1	1	0.9576923076923077	0.5009671179883946
ENST00000452510.7	ENSG00000145833.16	DDX46	DDX46-202	protein_coding	1	1	1.0	0.5
ENST00000669872.1	ENSG00000231527.8	FAM27C	FAM27C-225	lncRNA	1	1	0.9385964912280702	0.5
ENST00000445125.2	ENSG00000225840.2	ENSG00000225840	ENST00000445125	processed_pseudogene	233	0	0.3637161988997107	0.5088430032167447
ENST00000638356.1	ENSG00000224910.3	LINC01766	LINC01766-202	lncRNA	27	0	0.9926115859449193	0.10441146396587736
ENST00000702449.2	ENSG00000224910.3	LINC01766	LINC01766-213	lncRNA	5	0	0.8237568970091479	0.18630284244181433
ENST00000309311.7	ENSG00000167658.16	EEF2	EEF2-201	protein_coding	4	0	0.922134238310709	0.4312161591522458
ENST00000773843.1	ENSG00000300755.1	ENSG00000300755	ENST00000773843	lncRNA	4	0	0.2417341220423412	0.42475482143156323
ENST00000361390.2	ENSG00000198888.2	MT-ND1	MT-ND1-201	protein_coding	4	0	0.9914416104026007	0.3664591823961721
ENST00000552951.7	ENSG00000151131.11	NOPCHAP1	NOPCHAP1-204	protein_coding	3	0	0.3612132318440929	0.5436024642979632
ENST00000698129.2	ENSG00000289740.2	TALAM1	TALAM1-201	lncRNA	3	0	0.8998896247240618	0.46694773875738976
ENST00000850956.1	ENSG00000251562.13	MALAT1	MALAT1-273	lncRNA	3	0	0.8270280294454011	0.407742704876213
ENST00000362079.2	ENSG00000198938.2	MT-CO3	MT-CO3-201	protein_coding	3	0	0.9322042482199779	0.40262616368126364
ENST00000710934.1	ENSG00000251562.13	MALAT1	MALAT1-249	lncRNA	3	0	0.9826635453244895	0.343993943976495
ENST00000597346.1	ENSG00000269821.2	KCNQ1OT1	KCNQ1OT1-201	lncRNA	3	0	0.4120324454787858	0.3251584838769527
ENST00000361739.1	ENSG00000198712.1	MT-CO2	MT-CO2-201	protein_coding	3	0	0.9746588693957116	0.24976260498434877
ENST00000841209.1	ENSG00000224910.3	LINC01766	LINC01766-217	lncRNA	3	0	0.8803418803418803	0.22371800096293312
ENST00000841210.1	ENSG00000224910.3	LINC01766	LINC01766-218	lncRNA	3	0	0.7130868326520501	0.1384958596499161
ENST00000674361.1	ENSG00000241743.5	XACT	XACT-203	lncRNA	2	0	0.274830942843606	0.5970883173568331
ENST00000409562.7	ENSG00000143951.16	WDPCP	WDPCP-206	protein_coding	2	0	0.6682595670660998	0.5681681681681682
ENST00000710876.1	ENSG00000251562.13	MALAT1	MALAT1-240	lncRNA	2	0	0.9615864527629234	0.47596471142837904
ENST00000339594.9	ENSG00000009954.11	BAZ1B	BAZ1B-201	protein_coding	2	0	0.9855038204029343	0.45453151914537204
ENST00000531120.6	ENSG00000149100.13	EIF3M	EIF3M-208	protein_coding	2	0	0.8969155844155844	0.44420546196601013
ENST00000710861.1	ENSG00000251562.13	MALAT1	MALAT1-227	lncRNA	2	0	0.9578670717892798	0.42716373678184144
ENST00000710863.2	ENSG00000251562.13	MALAT1	MALAT1-229	lncRNA	2	0	0.9352218528689118	0.41733127068282744
ENST00000610020.2	ENSG00000122484.9	RPAP2	RPAP2-203	protein_coding	2	0	0.34704016913319236	0.4037231425291127
ENST00000710856.1	ENSG00000251562.13	MALAT1	MALAT1-222	lncRNA	2	0	0.9762611811099355	0.39925201908957414
ENST00000710857.1	ENSG00000251562.13	MALAT1	MALAT1-223	lncRNA	2	0	1.0	0.3983866037159064
ENST00000409800.5	ENSG00000180398.13	MCFD2	MCFD2-206	protein_coding	2	0	0.8521190587634568	0.39772940247141186
ENST00000573034.8	ENSG00000266028.8	SRGAP2	SRGAP2-203	protein_coding	2	0	0.9491637636854827	0.383931632487081
ENST00000527673.2	ENSG00000118181.11	RPS25	RPS25-202	protein_coding	2	0	1.0	0.3739215067340067
ENST00000652677.1	ENSG00000286044.2	ENSG00000286044	ENST00000652677	lncRNA	2	0	0.7470123772940673	0.36084841843223203
ENST00000508832.3	ENSG00000251562.13	MALAT1	MALAT1-201	lncRNA	2	0	0.9890350877192983	0.35782834358780463
ENST00000272638.14	ENSG00000144224.17	UBXN4	UBXN4-201	protein_coding	2	0	0.7270531400966184	0.3362662791949198
ENST00000365328.1	ENSG00000202198.1	7SK	7SK.1-201	misc_RNA	2	0	1.0	0.3349896480331263
ENST00000476441.6	ENSG00000163631.19	ALB	ALB-205	nonsense_mediated_decay	2	0	0.9833333333333334	0.3345566860465116
ENST00000526677.1	ENSG00000110077.16	MS4A6A	MS4A6A-205	retained_intron	2	0	0.45161290322580644	0.31686633697847744
ENST00000710862.1	ENSG00000251562.13	MALAT1	MALAT1-228	lncRNA	2	0	0.9134615384615384	0.31333061629514125
ENST00000806056.1	ENSG00000304745.1	ENSG00000304745	ENST00000806056	lncRNA	2	0	0.881618460565829	0.3065703499346595
ENST00000521922.5	ENSG00000104517.13	UBR5	UBR5-212	protein_coding	2	0	1.0	0.29678362573099415
ENST00000253332.5	ENSG00000131016.17	AKAP12	AKAP12-201	protein_coding	2	0	0.9813559322033898	0.27520067596113224
ENST00000361851.1	ENSG00000228253.1	MT-ATP8	MT-ATP8-201	protein_coding	2	0	1.0	0.10410941596386494
ENST00000589496.2	ENSG00000267520.2	ENSG00000267520	ENST00000589496	lncRNA	1	0	0.6844349680170576	0.9218647406434668
ENST00000709701.1	ENSG00000292096.1	HAT1	HAT1-211	retained_intron	1	0	0.40175219023779724	0.9024221453287197
ENST00000678588.1	ENSG00000107371.14	EXOSC3	EXOSC3-210	retained_intron	1	0	0.6468193384223918	0.9022191400832178
ENST00000371196.6	ENSG00000124092.13	CTCFL	CTCFL-202	protein_coding	1	0	0.6414219474497682	0.8402130492676432
ENST00000654632.2	ENSG00000286828.2	ENSG00000286828	ENST00000654632	lncRNA	1	0	0.25045703839122485	0.8328220858895705
ENST00000393725.6	ENSG00000122203.15	KIAA1191	KIAA1191-202	protein_coding	1	0	0.7004950495049505	0.7984189723320159
ENST00000612514.4	ENSG00000125482.13	TTF1	TTF1-203	protein_coding	1	0	0.7227926078028748	0.7879282218597063
ENST00000379594.7	ENSG00000145782.13	ATG12	ATG12-201	nonsense_mediated_decay	1	0	0.7321428571428571	0.7785588752196837
ENST00000643461.1	ENSG00000167702.13	KIFC2	KIFC2-208	retained_intron	1	0	0.38351822503961963	0.7612359550561798
ENST00000437070.1	ENSG00000163961.4	RNF168	RNF168-202	nonsense_mediated_decay	1	0	0.618421052631579	0.7436399217221135
ENST00000696466.1	ENSG00000179348.13	GATA2	GATA2-207	protein_coding	1	0	0.7386363636363636	0.7333333333333333
ENST00000641732.2	ENSG00000172146.4	OR1A1	OR1A1-202	protein_coding	1	0	0.37057220708446864	0.7162698412698413
ENST00000655618.1	ENSG00000237596.8	PDE7B-AS1	PDE7B-AS1-216	lncRNA	1	0	0.6019417475728155	0.7079037800687286
ENST00000645563.1	ENSG00000225914.6	TSBP1-AS1	TSBP1-AS1-210	lncRNA	1	0	0.46306306306306305	0.7013977128335451
ENST00000676685.1	ENSG00000143799.14	PARP1	PARP1-212	retained_intron	1	0	0.4977578475336323	0.6967509025270758
ENST00000725195.1	ENSG00000290418.2	TPTEP1	TPTEP1-238	lncRNA	1	0	0.7522522522522522	0.6827956989247311
ENST00000328554.9	ENSG00000215012.9	RTL10	RTL10-201	protein_coding	1	0	0.589041095890411	0.6728110599078341
ENST00000692376.1	ENSG00000196436.9	NPIPB15	NPIPB15-203	protein_coding	1	0	0.6780185758513931	0.6467605633802817
ENST00000665982.1	ENSG00000232677.12	LINC00665	LINC00665-218	lncRNA	1	0	0.75	0.634453781512605
ENST00000706715.1	ENSG00000167468.20	GPX4	GPX4-214	protein_coding	1	0	0.6597633136094675	0.6276595744680851
ENST00000373997.8	ENSG00000148584.16	A1CF	A1CF-203	protein_coding	1	0	0.7966101694915254	0.6188811188811189
ENST00000702496.2	ENSG00000291224.2	ENSG00000291224	ENST00000702496	lncRNA	1	0	0.7333333333333333	0.6136363636363636
ENST00000521604.7	ENSG00000187735.16	TCEA1	TCEA1-208	protein_coding	1	0	0.7868852459016393	0.6124567474048442
ENST00000295956.9	ENSG00000136068.16	FLNB	FLNB-201	protein_coding	1	0	0.3567961165048544	0.6035242290748899
ENST00000667970.1	ENSG00000291166.2	ENSG00000291166	ENST00000667970	lncRNA	1	0	0.4198473282442748	0.6032863849765259
ENST00000225655.6	ENSG00000108518.8	PFN1	PFN1-201	protein_coding	1	0	0.7282229965156795	0.6
ENST00000336865.6	ENSG00000076248.12	UNG	UNG-202	protein_coding	1	0	0.6131078224101479	0.5997357992073976
ENST00000468722.1	ENSG00000078618.23	NRDC	NRDC-205	protein_coding_CDS_not_defined	1	0	0.6834532374100719	0.5833333333333334
ENST00000737865.1	ENSG00000296296.1	ENSG00000296296	ENST00000737865	lncRNA	1	0	0.4456140350877193	0.5804480651731161
ENST00000398499.5	ENSG00000173276.14	ZBTB21	ZBTB21-203	protein_coding	1	0	0.7864077669902912	0.576271186440678
ENST00000670000.1	ENSG00000231365.8	WARS2-AS1	WARS2-AS1-209	lncRNA	1	0	0.22911051212938005	0.5654853620955316
ENST00000767830.1	ENSG00000204588.6	LINC01123	LINC01123-203	lncRNA	1	0	0.5095137420718816	0.561091340450771
ENST00000506502.2	ENSG00000275740.1	ENSG00000275740	ENST00000506502	protein_coding	1	0	0.7857142857142857	0.5515873015873016
ENST00000838258.1	ENSG00000291139.2	DPY19L2P2	DPY19L2P2-241	lncRNA	1	0	0.5695364238410596	0.5308788598574822
ENST00000530000.1	ENSG00000233183.4	ENSG00000233183	ENST00000530000	lncRNA	1	0	0.41042345276872966	0.5241379310344828
ENST00000481811.5	ENSG00000175309.16	PHYKPL	PHYKPL-208	protein_coding_CDS_not_defined	1	0	0.5371428571428571	0.5223880597014925
ENST00000511648.6	ENSG00000154920.15	EME1	EME1-207	protein_coding	1	0	0.759090909090909	0.5200945626477541
ENST00000561950.1	ENSG00000261524.1	ABCB10P3	ABCB10P3-201	processed_pseudogene	1	0	0.6881720430107527	0.5195530726256983
ENST00000537226.3	ENSG00000214029.6	ZNF891	ZNF891-201	protein_coding	1	0	0.7364746945898778	0.5121076233183857
ENST00000714290.2	ENSG00000287238.3	ENSG00000287238	ENST00000714290	lncRNA	1	0	0.5871559633027523	0.5089034676663543
ENST00000557240.5	ENSG00000100519.12	PSMC6	PSMC6-214	nonsense_mediated_decay	1	0	0.6666666666666666	0.5081168831168831
ENST00000474698.5	ENSG00000228284.8	HLA-DQA1	HLA-DQA1-227	retained_intron	1	0	0.563819095477387	0.5058201058201058
ENST00000358572.10	ENSG00000198498.10	TMA16	TMA16-201	protein_coding	1	0	0.6523809523809524	0.5049751243781094
ENST00000625669.2	ENSG00000280858.3	RPL7A	RPL7A-210	protein_coding_CDS_not_defined	1	0	0.7452830188679245	0.5016129032258064
ENST00000614987.5	ENSG00000100784.12	RPS6KA5	RPS6KA5-207	protein_coding	1	0	0.7570621468926554	0.5
ENST00000616947.2	ENSG00000290385.2	ENSG00000290385	ENST00000616947	lncRNA	1	0	1.0	0.49940688018979834
ENST00000645270.1	ENSG00000177189.14	RPS6KA3	RPS6KA3-214	protein_coding	1	0	0.9930555555555556	0.498960498960499
